День недели,Группа,Unnamed: 2,Unnamed: 3,Unnamed: 4,ИВМО-01-21,ВТ,09.04.01,18,Unnamed: 9,ИВМО-02-21,232,09.04.01.1,10,Unnamed: 14,День недели.1,Группа.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,ИВМО-03-21,238,09.04.01.2,7,Unnamed: 24,ИВМО-04-21,250,09.04.01.3,10.1,Unnamed: 29,День недели.2,Группа.2,Unnamed: 32,Unnamed: 33,Unnamed: 34,ИВМО-05-21,244,09.04.01.4,11,Unnamed: 39,ИКМО-01-21,ИППО,09.04.04,32,Unnamed: 44,День недели.3,Группа.3,Unnamed: 47,Unnamed: 48,Unnamed: 49,ИКМО-02-21,231,09.04.04.1,14,Unnamed: 54,ИКМО-03-21,КИС,09.04.04.2,27,Unnamed: 59,День недели.4,Группа.4,Unnamed: 62,Unnamed: 63,Unnamed: 64,ИКМО-04-21,МОСИТ,09.04.04.3,30,Unnamed: 69,ИКМО-05-21,234,09.04.04.4,10.2,Unnamed: 74,День недели.5,Группа.5,Unnamed: 77,Unnamed: 78,Unnamed: 79,ИНМО-01-21,ППИ,09.04.03,26,Unnamed: 84,ИНМО-02-21,239,09.04.03.1,15,Unnamed: 89,День недели.6,Группа.6,Unnamed: 92,Unnamed: 93,Unnamed: 94,ИММО-01-21,ПМ,01.04.04,4,Unnamed: 99,ИММО-02-21,257,01.04.04.1,5,Unnamed: 104
,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка
ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,3-17 н. Системы управления рисками и инцидентами,пр,Борисов В.Д.,База,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,4,14-20,15-50,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,5,16-20,17-50,I,3- 17 н. Зарубежные комплексы обработки информации и автоматизированного проектирования,пр,Рылов С.А.,Г-307,,,,,,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,,,,,,"3-17 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-109-б,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-109-б,,"3,5 н. Архитектура, проектирование и разработка программных средств",пр,Алпатов А.Н.,Г-226-1,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,3-17 н. Проектирование интеллектуальных  информационных систем,лк,Огарок А.Л.,База,,3-17 н. Документирование и управление версиями программного обеспечения,лк,Советов П.Н.,А-214,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,3-17 н. Методы верификации и валидации характеристик программного обеспечения,лк,Петренко А.А.,А-323,,3-17 н. Методы верификации и валидации характеристик программного обеспечения,лк,Петренко А.А.,А-323,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,5,16-20,17-50,I,3-17 н. Математическое моделирование прикладных задач,пр,Даева С. Г.,А-180,,3-17 н. Математическое моделирование прикладных задач,пр,Даева С. Г.,А-180,
ПОНЕДЕЛЬНИК,5,16-20,17-50,II,2-16 н. Контроль и диагностика цифровых устройств в инфокоммуникационных системах,пр,Бражникова Е.В.,Г-110-а,,,,,,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,4-18 н. Проектирование и разработка архитектуры высокопроизводительных вычислительных систем,лк,,База,,"2-16 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-227-2,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,"2-16 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-227-2,,"2-16 н. Архитектура, проектирование и разработка программных средств",пр,Алпатов А.Н.,Г-226-1,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,,,,,,2-16 н. Документирование и управление версиями программного обеспечения,пр,Советов П.Н.,А-423,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,2-16 н. Национальные и международные стандарты программной и системной инженерии,лк,Головин С.А.,А-323,,,,,,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,2-16 н. Корпоративные информационные системы,лк,Гантц ИС,А-325,,2-16 н. Корпоративные информационные системы,лк,Гантц ИС,А-325,,ПОНЕДЕЛЬНИК,5,16-20,17-50,II,4-18 н. Математическое моделирование прикладных задач,пр,Даева С. Г.,А-180,,4-18 н. Математическое моделирование прикладных задач,пр,Даева С. Г.,А-180,
ПОНЕДЕЛЬНИК,6,18-00,19-30,I,,,,,,3- 17 н. Зарубежные комплексы обработки информации и автоматизированного проектирования,пр,Рылов С.А.,Г-307,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,3-17 н. Зарубежные комплексы обработки информации и автоматизированного проектирования,пр,Рылов С.А.,Г-307,,"3-17 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-109-б,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,"3-17 н. Архитектура, проектирование и разработка программных средств",пр,Матчин В.Т.,Г-109-б,,"3-17 н. Архитектура, проектирование и разработка программных средств",пр,Алпатов А.Н.,Г-226-1,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,3-17 н. Проектирование интеллектуальных  информационных систем,пр,Борисов В.Д.,База,,3-17 н. Документирование и управление версиями программного обеспечения,пр,Советов П.Н.,Г-111-б,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,3-17 н. Методы верификации и валидации характеристик программного обеспечения,пр,Петренко А.А.,Г-310,,3-17 н. Методы верификации и валидации характеристик программного обеспечения,пр,Петренко А.А.,Г-310,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,3-17 н. Распределенные информационные системы,лк,Лямин Ю.А,База,,3-17 н. Распределенные информационные системы,лк,Лямин Ю.А,База,,ПОНЕДЕЛЬНИК,6,18-00,19-30,I,3-17 н Математическое моделирование прикладных задач,лк,Даева С. Г.,А-180,,3-17 н Математическое моделирование прикладных задач,лк,Даева С. Г.,А-180,
ПОНЕДЕЛЬНИК,6,18-00,19-30,II,2-16 н.Контроль и диагностика цифровых устройств в инфокоммуникационных системах,лк,Бражникова Е.В.,Г-112,,2-16 н.Контроль и диагностика цифровых устройств в инфокоммуникационных системах,лк,Бражникова Е.В.,Г-112,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,4-18 н. Проектирование и разработка архитектуры высокопроизводительных вычислительных систем,пр,,База,,,,,,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,,,,,,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,2-16 н. Корпоративные информационные системы,пр,Гантц ИС,Г-310,,,,,,,ПОНЕДЕЛЬНИК,6,18-00,19-30,II,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,,2-16 н. Управление проектными командами,лк,Быкова А.В.,Б-115,
ПОНЕДЕЛЬНИК,7,19-40,21-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,,,,,,3- 17 н. Зарубежные комплексы обработки информации и автоматизированного проектирования,пр,Рылов С.А.,Г-307,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,3- 17 н. Зарубежные комплексы обработки информации и автоматизированного проектирования,пр,Рылов С.А.,Г-307,,"3 н. Интеграция и миграция баз данных
7-17 н. Архитектура, проектирование и разработка программных средств","лк
пр","Жматов Д.В.
Алпатов А.Н.",Г-226-1,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,3-17 н. Проектирование интеллектуальных  информационных систем,пр,Борисов В.Д.,База,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,3-17 н. Методы верификации и валидации характеристик программного обеспечения,пр,Петренко А.А.,Г-310,,3-17 н. Методы верификации и валидации характеристик программного обеспечения,пр,Петренко А.А.,Г-310,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,3-17 н. Распределенные информационные системы,лк,Лямин Ю.А,База,,3-17 н. Распределенные информационные системы,лк,Лямин Ю.А,База,,ПОНЕДЕЛЬНИК,7,19-40,21-10,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,7,19-40,21-10,II,,,,,,2-16 н.Контроль и диагностика цифровых устройств в инфокоммуникационных системах,пр,Бражникова Е.В.,Г-110-а,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,4-18 н. Проектирование и разработка архитектуры высокопроизводительных вычислительных систем,лаб,,База,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,,,,,,2-16 н. Управление проектными командами,пр,Быкова А.В.,А-207,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,2-16 н. Национальные и международные стандарты программной и системной инженерии,пр,Головин С.А.,Г-301-в,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,2-16 н. Корпоративные информационные системы,пр,Гантц ИС,Г-310,,,,,,,ПОНЕДЕЛЬНИК,7,19-40,21-10,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,7,18-30,20-00,II,,,,,,,,,,
ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,I,,,,,,,,,,
ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,8,20-10,21-40,II,,,,,,,,,,
ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,I,,,,,,,,,,
ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,,ВТОРНИК,1,9-00,10-30,II,,,,,,,,,,
ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,I,,,,,,,,,,
ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,,ВТОРНИК,2,10-40,12-10,II,,,,,,,,,,
ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,I,,,,,,,,,,
ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,,ВТОРНИК,3,12-40,14-10,II,,,,,,,,,,
ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,I,,,,,,,,,,
ВТОРНИК,4,14-20,15-50,II,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,II,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,II,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,II,2-16 н. Системы управления рисками и инцидентами,лк,Синицын А.В.,База,,,,,,,ВТОРНИК,4,14-20,15-50,II,,,,,,2-16 н. Техническое обеспечение систем управления технологическими процессами,лк,Глухов А.В.,База,,ВТОРНИК,4,14-20,15-50,II,,,,,,,,,,,ВТОРНИК,4,14-20,15-50,II,,,,,,,,,,
ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,ВТОРНИК,5,16-20,17-50,I,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,,"3-17 н. Архитектура, проектирование и разработка программных средств",лк,Алпатов А.Н.,А-8,
