День недели,Группа,Unnamed: 2,Unnamed: 3,Unnamed: 4,ИАБО-01-19,ПИ,"15.03.04
АТПиПвП",26,Unnamed: 9,ИАБО-02-19,ПИ.1,"15.03.04
АТПиПвП.1",22,Unnamed: 14,День недели.1,Группа.1,Unnamed: 17,Unnamed: 18,Unnamed: 19,ИВБО-07-19,ПИ.2,"09.03.01
ПИ",32,Unnamed: 24,ИВБО-09-19,ПИ.3,"09.03.01
ПИ.1",32.1,Unnamed: 29,День недели.2,Группа.2,Unnamed: 32,Unnamed: 33,Unnamed: 34,ИВБО-10-19,ПИ.4,"09.03.01
ПИ.2",31,Unnamed: 39,ИВБО-11-19,ПИ.5,"09.03.01
ПИ.3",32.2,Unnamed: 44,День недели.3,Группа.3,Unnamed: 47,Unnamed: 48,Unnamed: 49,ИВБО-01-19,ВТ,"09.03.01
ВМКСиС",27,Unnamed: 54,ИВБО-04-19,ВТ.1,"09.03.01
ВМКСиС.1",29,Unnamed: 59,День недели.4,Группа.4,Unnamed: 62,Unnamed: 63,Unnamed: 64,ИВБО-05-19,ВТ.2,"09.03.01
ВМКСиС.2",30,Unnamed: 69,ИВБО-06-19,ВТ.3,"09.03.01
ВМКСиС.3",27.1,Unnamed: 74,День недели.5,Группа.5,Unnamed: 77,Unnamed: 78,Unnamed: 79,ИВБО-02-19,232,"09.03.01
ВМКСиС.4",27.2,Unnamed: 84,ИВБО-03-19,244,"09.03.01
ВМКСиС.5",30.1,Unnamed: 89,День недели.6,Группа.6,Unnamed: 92,Unnamed: 93,Unnamed: 94,ИКБО-04-19,ВТ.4,"09.03.04
СППР",24,Unnamed: 99,ИКБО-05-19,ВТ.5,"09.03.04
СППР.1",21,Unnamed: 104,День недели.7,Группа.7,Unnamed: 107,Unnamed: 108,Unnamed: 109,ИКБО-14-19,ВТ.6,"09.03.04
СППР.2",26.1,Unnamed: 114,ИКБО-15-19,"ВТ
250","09.03.04
СППР.3",15,Unnamed: 119,День недели.8,Группа.8,Unnamed: 122,Unnamed: 123,Unnamed: 124,ИКБО-06-19,МОСИТ,"09.03.04
СПИ",26.2,Unnamed: 129,ИКБО-07-19,МОСИТ.1,"09.03.04
СПИ.1",30.2,Unnamed: 134,День недели.9,Группа.9,Unnamed: 137,Unnamed: 138,Unnamed: 139,ИКБО-11-19,МОСИТ.2,"09.03.04
СПИ.2",27.3,Unnamed: 144,ИКБО-12-19,МОСИТ.3,"09.03.04
СПИ.3",26.3,Unnamed: 149,День недели.10,Группа.10,Unnamed: 152,Unnamed: 153,Unnamed: 154,ИКБО-25-19,МОСИТ.4,"09.03.04
СПИ.4",25,Unnamed: 159,ИКБО-08-19,КИС,"09.03.04
ИСУРП",29.1,Unnamed: 164,День недели.11,Группа.11,Unnamed: 167,Unnamed: 168,Unnamed: 169,ИКБО-09-19,КИС.1,"09.03.04
ИСУРП.1",25.1,Unnamed: 174,ИКБО-17-19,КИС.2,"09.03.04
ИСУРП.2",25.2,Unnamed: 179,День недели.12,Группа.12,Unnamed: 182,Unnamed: 183,Unnamed: 184,ИКБО-18-19,КИС.3,"09.03.04
ИСУРП.3",20,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,День недели.13,Группа.13,Unnamed: 197,Unnamed: 198,Unnamed: 199,ИКБО-01-19,ИППО,"09.03.04
РППиПИС",30.3,Unnamed: 204,ИКБО-03-19,ИППО.1,"09.03.04
РППиПИС.1",31.1,Unnamed: 209,День недели.14,Группа.14,Unnamed: 212,Unnamed: 213,Unnamed: 214,ИКБО-10-19,ИППО.2,"09.03.04
РППиПИС.2",25.3,Unnamed: 219,ИКБО-13-19,ИППО.3,"09.03.04
РППиПИС.3",29.2,Unnamed: 224,День недели.15,Группа.15,Unnamed: 227,Unnamed: 228,Unnamed: 229,ИКБО-16-19,ИППО.4,"09.03.04
РППиПИС.4",28,Unnamed: 234,ИКБО-20-19,ИППО.5,"09.03.04
РППиПИС.5",27.4,Unnamed: 239,День недели.16,Группа.16,Unnamed: 242,Unnamed: 243,Unnamed: 244,ИКБО-24-19,ИППО.6,"09.03.04
РППиПИС.6",27.5,Unnamed: 249,ИКБО-02-19,"ИППО
231","09.03.04
РППиПИС.7",29.3,Unnamed: 254,День недели.17,Группа.17,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,ИМБО-01-19,ПМ,"01.03.04
АД",22.1,Unnamed: 269,День недели.18,Группа.18,Unnamed: 272,Unnamed: 273,Unnamed: 274,ИНБО-05-19,ПМ.1,"09.03.03
УД",28.1,Unnamed: 279,ИНБО-06-19,ПМ.2,"09.03.03
УД.1",29.4,Unnamed: 284,День недели.19,Группа.19,Unnamed: 287,Unnamed: 288,Unnamed: 289,ИНБО-01-19,ППИ,"09.03.03
ИО",27.6,Unnamed: 294,ИНБО-04-19,ППИ.1,"09.03.03
ИО.1",23,Unnamed: 299,День недели.20,Группа.20,Unnamed: 302,Unnamed: 303,Unnamed: 304,ИНБО-07-19,ППИ.2,"09.03.03
ИО.2",27.7,Unnamed: 309,ИНБО-10-19,ППИ.3,"09.03.03
ИО.3",22.2,Unnamed: 314,День недели.21,Группа.21,Unnamed: 317,Unnamed: 318,Unnamed: 319,ИНБО-02-19,"ППИ
239","09.03.03
ИО.4",26.4,Unnamed: 324,Unnamed: 325,Unnamed: 326,Unnamed: 327,Unnamed: 328,Unnamed: 329,День недели.22
,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,,№ пары,"Нач.
занятий","Оконч.
занятий",Неделя,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,Дисциплина,"Вид
занятий",ФИО преподавателя,"№ 
ауд.",Ссылка,
ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,,,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,"Военная
подготовка",,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,I,"Военная
подготовка",,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,18 н.Разработка систем поддержки принятия решений,КР,Железняк Л.М.,комп. Г-109б (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,18 н. Разработка информационно-аналитических систем,зач,Балдин К.В.,ауд. База (База),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,18 н. Сопровождение программных систем,зач,Рысин М.Л.,комп. Г-301б (В-78),,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Технологии и инструментарий анализа больших данных,зач,Митин М.П.,комп. Г-427 (В-78),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Проектирование клиент-серверных систем,КР,"Лобанов А.А.
Агамиров В.Л.",комп. Г-226-2 (В-78),,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Управление информационно-технологическими проектами,зач,Карусевич Т.Е.,А-3,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,18 н. Управление информационно-технологическими проектами,зач,Трохаченкова Н.Н.,А-3,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,1,9-00,10-30,II,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,"

",,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н.Разработка систем поддержки принятия решений,зач,Сорокин А.Б.,комп. Г-109б (В-78),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Разработка информационно-аналитических систем,КР,Балдин К.В.,ауд. База (База),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Управление информационно-технологическими проектами,зач,Карусевич Т.Е.,А-3,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,"

",18 н. Управление информационно-технологическими проектами,зач,Трохаченкова Н.Н.,А-3,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,18 н. Проектирование клиент-серверных систем,КР,Силаев Ю.В.,ауд. База (База),,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,2,10-40,12-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,I,,,,,,,,,,,ПОНЕДЕЛЬНИК
ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,18 н.Разработка систем поддержки принятия решений,КР,Железняк Л.М.,комп. Г-109б (В-78),,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,18 н. Сопровождение программных систем,зач,Рысин М.Л.,комп. Г-301б (В-78),,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,18 н. Технологии и инструментарий анализа больших данных,зач,Митин М.П.,комп. Г-427 (В-78),,18 н. Управление информационно-технологическими проектами,зач,Карусевич Т.Е.,А-3,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,18 н. Проектирование клиент-серверных систем,КР,"Лобанов А.А.
Агамиров В.Л.",комп. Г-226-2 (В-78),,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,18 н. Управление информационно-технологическими проектами,зач,Трохаченкова Н.Н.,А-3,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК,3,12-40,14-10,II,,,,,,,,,,,ПОНЕДЕЛЬНИК
